
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):  2100.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   283.7
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.584E+10
                 Mass flux of solids, (kg/s):  0.567E+10
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
4766  35435.2  35432.5   -335.9    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.88   281.55   45100.7   294.1   240.7     0.009     0.007   149.6     508.2 0.000E+00 0.000E+00
4767  35442.8  35440.1   -335.9    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.91   281.48   45126.9   294.1   240.7     0.009     0.007   149.6     507.7 0.000E+00 0.000E+00
4768  35450.5  35447.8   -335.9    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.94   281.42   45153.1   294.0   240.7     0.009     0.007   149.6     507.1 0.000E+00 0.000E+00
4769  35458.1  35455.4   -335.9    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.97   281.36   45179.4   293.9   240.7     0.009     0.007   149.6     506.6 0.000E+00 0.000E+00
4770  35465.7  35463.1   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.00   281.30   45205.6   293.9   240.8     0.009     0.007   149.7     506.0 0.000E+00 0.000E+00
4771  35473.4  35470.7   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.03   281.23   45231.9   293.8   240.8     0.009     0.007   149.7     505.5 0.000E+00 0.000E+00
4772  35481.0  35478.3   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.06   281.17   45258.2   293.8   240.8     0.009     0.007   149.7     504.9 0.000E+00 0.000E+00
4773  35488.6  35486.0   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.09   281.11   45284.6   293.7   240.8     0.009     0.007   149.7     504.4 0.000E+00 0.000E+00
4774  35496.3  35493.6   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.13   281.05   45310.9   293.6   240.9     0.009     0.007   149.8     503.8 0.000E+00 0.000E+00
4775  35503.9  35501.2   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.16   280.98   45337.3   293.6   240.9     0.009     0.007   149.8     503.3 0.000E+00 0.000E+00
4776  35511.6  35508.9   -335.9    131.2 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.19   280.92   45363.7   293.5   240.9     0.009     0.007   149.8     502.7 0.000E+00 0.000E+00
4777  35519.2  35516.5   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.22   280.86   45390.1   293.5   240.9     0.009     0.007   149.9     502.2 0.000E+00 0.000E+00
4778  35526.8  35524.2   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.25   280.79   45416.5   293.4   240.9     0.009     0.007   149.9     501.7 0.000E+00 0.000E+00
4779  35534.5  35531.8   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.28   280.73   45443.0   293.3   241.0     0.009     0.007   149.9     501.1 0.000E+00 0.000E+00
4780  35542.1  35539.4   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.31   280.67   45469.4   293.3   241.0     0.009     0.007   149.9     500.6 0.000E+00 0.000E+00
4781  35549.8  35547.1   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.34   280.60   45495.9   293.2   241.0     0.009     0.007   150.0     500.0 0.000E+00 0.000E+00
4782  35557.4  35554.7   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.37   280.54   45522.4   293.2   241.0     0.009     0.007   150.0     499.5 0.000E+00 0.000E+00
4783  35565.0  35562.4   -335.9    131.3 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.40   280.48   45549.0   293.1   241.1     0.009     0.007   150.0     498.9 0.000E+00 0.000E+00
4784  35572.7  35570.0   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.42   280.41   45575.5   293.0   241.1     0.009     0.007   150.0     498.4 0.000E+00 0.000E+00
4785  35580.3  35577.6   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.45   280.35   45602.1   293.0   241.1     0.009     0.007   150.1     497.9 0.000E+00 0.000E+00
4786  35588.0  35585.3   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.47   280.29   45628.6   292.9   241.1     0.009     0.007   150.1     497.3 0.000E+00 0.000E+00
4787  35595.6  35592.9   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.49   280.22   45655.3   292.9   241.2     0.009     0.007   150.1     496.8 0.000E+00 0.000E+00
4788  35603.2  35600.6   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.51   280.16   45681.9   292.8   241.2     0.009     0.007   150.2     496.2 0.000E+00 0.000E+00
4789  35610.9  35608.2   -335.9    131.4 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.53   280.10   45708.5   292.7   241.2     0.009     0.007   150.2     495.7 0.000E+00 0.000E+00
4790  35618.5  35615.8   -335.9    131.5 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.55   280.03   45735.2   292.7   241.2     0.009     0.007   150.2     495.2 0.000E+00 0.000E+00
4791  35626.2  35623.5   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.57   279.97   45761.9   292.6   241.3     0.009     0.007   150.2     494.6 0.000E+00 0.000E+00
4792  35633.8  35631.1   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.59   279.91   45788.6   292.6   241.3     0.009     0.007   150.3     494.1 0.000E+00 0.000E+00
4793  35641.4  35638.8   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.61   279.84   45815.3   292.5   241.3     0.009     0.007   150.3     493.6 0.000E+00 0.000E+00
4794  35649.1  35646.4   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.63   279.78   45842.0   292.4   241.4     0.009     0.007   150.3     493.0 0.000E+00 0.000E+00
4795  35656.7  35654.0   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.65   279.71   45868.8   292.4   241.4     0.009     0.007   150.3     492.5 0.000E+00 0.000E+00
4796  35664.4  35661.7   -335.9    131.5 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.67   279.65   45895.6   292.3   241.4     0.009     0.007   150.4     492.0 0.000E+00 0.000E+00
4797  35672.0  35669.3   -335.9    131.6 0.345E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   32.69   279.58   45922.4   292.3   241.4     0.009     0.007   150.4     491.4 0.000E+00 0.000E+00
4798  35679.6  35677.0   -335.9    131.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.72   279.52   45949.2   292.2   241.5     0.009     0.007   150.4     490.9 0.000E+00 0.000E+00
4799  35687.3  35684.6   -335.9    131.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.74   279.46   45976.0   292.1   241.5     0.009     0.007   150.5     490.4 0.000E+00 0.000E+00
4800  35694.9  35692.2   -335.9    131.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.76   279.39   46002.9   292.1   241.5     0.009     0.007   150.5     489.8 0.000E+00 0.000E+00
4801  35702.6  35699.9   -335.9    131.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.78   279.33   46029.7   292.0   241.5     0.009     0.007   150.5     489.3 0.000E+00 0.000E+00
4802  35710.2  35707.5   -335.9    131.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.80   279.26   46056.6   292.0   241.6     0.009     0.007   150.5     488.8 0.000E+00 0.000E+00
4803  35717.8  35715.2   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.82   279.20   46083.6   291.9   241.6     0.009     0.007   150.6     488.3 0.000E+00 0.000E+00
4804  35725.5  35722.8   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.84   279.13   46110.5   291.9   241.6     0.009     0.007   150.6     487.7 0.000E+00 0.000E+00
4805  35733.1  35730.5   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.86   279.07   46137.4   291.8   241.7     0.009     0.007   150.6     487.2 0.000E+00 0.000E+00
4806  35740.8  35738.1   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.88   279.00   46164.4   291.7   241.7     0.009     0.007   150.6     486.7 0.000E+00 0.000E+00
4807  35748.4  35745.7   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.90   278.94   46191.4   291.7   241.7     0.009     0.007   150.7     486.2 0.000E+00 0.000E+00
4808  35756.0  35753.4   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.92   278.87   46218.4   291.6   241.7     0.009     0.007   150.7     485.6 0.000E+00 0.000E+00
4809  35763.7  35761.0   -335.9    131.7 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.94   278.81   46245.5   291.6   241.8     0.009     0.007   150.7     485.1 0.000E+00 0.000E+00
4810  35771.3  35768.7   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.97   278.74   46272.5   291.5   241.8     0.009     0.007   150.8     484.6 0.000E+00 0.000E+00
4811  35779.0  35776.3   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   32.99   278.68   46299.6   291.4   241.8     0.009     0.007   150.8     484.1 0.000E+00 0.000E+00
4812  35786.6  35783.9   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.01   278.61   46326.7   291.4   241.8     0.009     0.007   150.8     483.5 0.000E+00 0.000E+00
4813  35794.2  35791.6   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.03   278.55   46353.8   291.3   241.9     0.009     0.007   150.8     483.0 0.000E+00 0.000E+00
4814  35801.9  35799.2   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.05   278.48   46380.9   291.3   241.9     0.009     0.007   150.9     482.5 0.000E+00 0.000E+00
4815  35809.5  35806.9   -335.9    131.8 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.07   278.42   46408.1   291.2   241.9     0.009     0.007   150.9     482.0 0.000E+00 0.000E+00
4816  35817.2  35814.5   -335.9    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.09   278.35   46435.2   291.1   242.0     0.009     0.007   150.9     481.5 0.000E+00 0.000E+00
4817  35824.8  35822.1   -335.9    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.11   278.28   46462.4   291.1   242.0     0.009     0.007   150.9     480.9 0.000E+00 0.000E+00
4818  35832.5  35829.8   -335.9    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.13   278.22   46489.6   291.0   242.0     0.009     0.007   151.0     480.4 0.000E+00 0.000E+00
4819  35840.1  35837.4   -335.8    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.15   278.15   46516.9   291.0   242.0     0.009     0.007   151.0     479.9 0.000E+00 0.000E+00
4820  35847.7  35845.1   -335.8    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.18   278.09   46544.1   290.9   242.1     0.009     0.007   151.0     479.4 0.000E+00 0.000E+00
4821  35855.4  35852.7   -335.8    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.20   278.02   46571.4   290.8   242.1     0.009     0.007   151.1     478.9 0.000E+00 0.000E+00
4822  35863.0  35860.3   -335.8    131.9 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.22   277.95   46598.7   290.8   242.1     0.009     0.007   151.1     478.3 0.000E+00 0.000E+00
4823  35870.7  35868.0   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.24   277.89   46626.0   290.7   242.1     0.009     0.007   151.1     477.8 0.000E+00 0.000E+00
4824  35878.3  35875.6   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.26   277.82   46653.3   290.7   242.2     0.009     0.007   151.1     477.3 0.000E+00 0.000E+00
4825  35885.9  35883.3   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.28   277.76   46680.7   290.6   242.2     0.009     0.007   151.2     476.8 0.000E+00 0.000E+00
4826  35893.6  35890.9   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.30   277.69   46708.1   290.5   242.2     0.009     0.007   151.2     476.3 0.000E+00 0.000E+00
4827  35901.2  35898.5   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.32   277.62   46735.5   290.5   242.3     0.009     0.007   151.2     475.8 0.000E+00 0.000E+00
4828  35908.9  35906.2   -335.8    132.0 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.34   277.56   46762.9   290.4   242.3     0.009     0.007   151.2     475.3 0.000E+00 0.000E+00
4829  35916.5  35913.8   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.36   277.49   46790.3   290.4   242.3     0.009     0.007   151.3     474.7 0.000E+00 0.000E+00
4830  35924.1  35921.5   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.39   277.42   46817.8   290.3   242.3     0.009     0.007   151.3     474.2 0.000E+00 0.000E+00
4831  35931.8  35929.1   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.41   277.36   46845.2   290.3   242.4     0.009     0.007   151.3     473.7 0.000E+00 0.000E+00
4832  35939.4  35936.7   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.43   277.29   46872.7   290.2   242.4     0.009     0.007   151.4     473.2 0.000E+00 0.000E+00
4833  35947.1  35944.4   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.45   277.22   46900.2   290.1   242.4     0.009     0.007   151.4     472.7 0.000E+00 0.000E+00
4834  35954.7  35952.0   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.47   277.16   46927.8   290.1   242.4     0.009     0.007   151.4     472.2 0.000E+00 0.000E+00
4835  35962.3  35959.7   -335.8    132.1 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.49   277.09   46955.3   290.0   242.5     0.009     0.007   151.4     471.7 0.000E+00 0.000E+00
4836  35970.0  35967.3   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.51   277.02   46982.9   290.0   242.5     0.009     0.007   151.5     471.2 0.000E+00 0.000E+00
4837  35977.6  35974.9   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.53   276.96   47010.5   289.9   242.5     0.009     0.007   151.5     470.7 0.000E+00 0.000E+00
4838  35985.3  35982.6   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.55   276.89   47038.1   289.8   242.6     0.009     0.007   151.5     470.2 0.000E+00 0.000E+00
4839  35992.9  35990.2   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.58   276.82   47065.7   289.8   242.6     0.009     0.007   151.6     469.7 0.000E+00 0.000E+00
4840  36000.5  35997.9   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.60   276.76   47093.4   289.7   242.6     0.009     0.007   151.6     469.2 0.000E+00 0.000E+00
4841  36008.2  36005.5   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.62   276.69   47121.1   289.7   242.6     0.009     0.007   151.6     468.7 0.000E+00 0.000E+00
4842  36015.8  36013.1   -335.8    132.2 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.64   276.62   47148.8   289.6   242.7     0.009     0.007   151.6     468.1 0.000E+00 0.000E+00
4843  36023.5  36020.8   -335.8    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.66   276.55   47176.5   289.5   242.7     0.008     0.007   151.7     467.6 0.000E+00 0.000E+00
4844  36031.1  36028.4   -335.8    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.68   276.49   47204.2   289.5   242.7     0.008     0.007   151.7     467.1 0.000E+00 0.000E+00
4845  36038.7  36036.1   -335.8    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.70   276.42   47232.0   289.4   242.7     0.008     0.007   151.7     466.6 0.000E+00 0.000E+00
4846  36046.4  36043.7   -335.8    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.72   276.35   47259.8   289.4   242.8     0.008     0.007   151.7     466.1 0.000E+00 0.000E+00
4847  36054.0  36051.3   -335.8    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.75   276.28   47287.6   289.3   242.8     0.008     0.007   151.8     465.6 0.000E+00 0.000E+00
4848  36061.7  36059.0   -335.7    132.3 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.77   276.21   47315.4   289.3   242.8     0.008     0.007   151.8     465.1 0.000E+00 0.000E+00
4849  36069.3  36066.6   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.79   276.15   47343.2   289.2   242.9     0.008     0.007   151.8     464.6 0.000E+00 0.000E+00
4850  36076.9  36074.3   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.81   276.08   47371.1   289.1   242.9     0.008     0.007   151.9     464.1 0.000E+00 0.000E+00
4851  36084.6  36081.9   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.83   276.01   47399.0   289.1   242.9     0.008     0.007   151.9     463.6 0.000E+00 0.000E+00
4852  36092.2  36089.5   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.85   275.94   47426.9   289.0   242.9     0.008     0.007   151.9     463.1 0.000E+00 0.000E+00
4853  36099.9  36097.2   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.87   275.87   47454.8   289.0   243.0     0.008     0.007   151.9     462.6 0.000E+00 0.000E+00
4854  36107.5  36104.8   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.89   275.81   47482.8   288.9   243.0     0.008     0.007   152.0     462.1 0.000E+00 0.000E+00
4855  36115.1  36112.5   -335.7    132.4 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.91   275.74   47510.7   288.8   243.0     0.008     0.007   152.0     461.6 0.000E+00 0.000E+00
4856  36122.8  36120.1   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.94   275.67   47538.7   288.8   243.0     0.008     0.007   152.0     461.2 0.000E+00 0.000E+00
4857  36130.4  36127.7   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.96   275.60   47566.7   288.7   243.1     0.008     0.007   152.0     460.7 0.000E+00 0.000E+00
4858  36138.1  36135.4   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   33.98   275.53   47594.8   288.7   243.1     0.008     0.007   152.1     460.2 0.000E+00 0.000E+00
4859  36145.7  36143.0   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.00   275.46   47622.8   288.6   243.1     0.008     0.007   152.1     459.7 0.000E+00 0.000E+00
4860  36153.3  36150.7   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.02   275.40   47650.9   288.6   243.2     0.008     0.007   152.1     459.2 0.000E+00 0.000E+00
4861  36161.0  36158.3   -335.7    132.5 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.04   275.33   47679.0   288.5   243.2     0.008     0.007   152.2     458.7 0.000E+00 0.000E+00
4862  36168.6  36165.9   -335.7    132.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.06   275.26   47707.1   288.4   243.2     0.008     0.007   152.2     458.2 0.000E+00 0.000E+00
4863  36176.3  36173.6   -335.7    132.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.09   275.19   47735.2   288.4   243.2     0.008     0.007   152.2     457.7 0.000E+00 0.000E+00
4864  36183.9  36181.2   -335.7    132.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.11   275.12   47763.4   288.3   243.3     0.008     0.007   152.2     457.2 0.000E+00 0.000E+00
4865  36191.5  36188.9   -335.7    132.6 0.345E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.13   275.05   47791.6   288.3   243.3     0.008     0.007   152.3     456.7 0.000E+00 0.000E+00
4866  36199.2  36196.5   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.15   274.98   47819.8   288.2   243.3     0.008     0.007   152.3     456.2 0.000E+00 0.000E+00
4867  36200.0  36197.3   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.15   274.98   47822.8   288.2   243.3     0.008     0.007   152.3     456.2 0.000E+00 0.000E+00
4868  36201.3  36198.6   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.16   274.96   47827.6   288.2   243.3     0.008     0.007   152.3     456.1 0.000E+00 0.000E+00
4869  36203.1  36200.4   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.16   274.95   47834.3   288.2   243.3     0.008     0.007   152.3     456.0 0.000E+00 0.000E+00
4870  36205.6  36202.9   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.17   274.93   47843.4   288.2   243.3     0.008     0.007   152.3     455.8 0.000E+00 0.000E+00
4871  36208.6  36205.9   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.18   274.90   47854.7   288.1   243.3     0.008     0.007   152.3     455.6 0.000E+00 0.000E+00
4872  36212.3  36209.6   -335.7    132.6 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.19   274.86   47868.3   288.1   243.4     0.008     0.007   152.3     455.4 0.000E+00 0.000E+00
4873  36216.6  36213.9   -335.7    132.7 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.20   274.83   47884.0   288.1   243.4     0.008     0.007   152.4     455.1 0.000E+00 0.000E+00
4874  36221.4  36218.7   -335.7    132.7 0.344E+00 0.643E+00 0.121E-01 0.000E+00 0.000E+00   34.21   274.78   47901.8   288.0   243.4     0.008     0.007   152.4     454.8 0.000E+00 0.000E+00
4875  36226.6  36223.9   -335.7    132.7 0.344E+00 0.644E+00 0.121E-01 0.000E+00 0.000E+00   34.23   274.73   47921.2   288.0   243.4     0.008     0.007   152.4     454.5 0.000E+00 0.000E+00
