
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):  2100.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   283.7
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.584E+10
                 Mass flux of solids, (kg/s):  0.567E+10
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
4641  34500.7  34498.0   -335.8    129.2 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.17   288.69   42031.9   301.6   237.9     0.010     0.009   146.3     580.8 0.000E+00 0.000E+00
4642  34508.3  34505.7   -335.8    129.2 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.20   288.64   42055.9   301.6   237.9     0.010     0.008   146.3     580.2 0.000E+00 0.000E+00
4643  34516.0  34513.3   -335.8    129.2 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.23   288.58   42079.9   301.5   238.0     0.010     0.008   146.3     579.5 0.000E+00 0.000E+00
4644  34523.6  34520.9   -335.8    129.3 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.26   288.53   42104.0   301.5   238.0     0.010     0.008   146.4     578.9 0.000E+00 0.000E+00
4645  34531.3  34528.6   -335.8    129.3 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.29   288.47   42128.1   301.4   238.0     0.010     0.008   146.4     578.3 0.000E+00 0.000E+00
4646  34538.9  34536.2   -335.8    129.3 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.31   288.42   42152.2   301.3   238.0     0.010     0.008   146.4     577.6 0.000E+00 0.000E+00
4647  34546.5  34543.9   -335.8    129.3 0.348E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.34   288.36   42176.3   301.3   238.0     0.010     0.008   146.4     577.0 0.000E+00 0.000E+00
4648  34554.2  34551.5   -335.8    129.3 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.37   288.31   42200.4   301.2   238.1     0.010     0.008   146.5     576.4 0.000E+00 0.000E+00
4649  34561.8  34559.1   -335.8    129.3 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.40   288.25   42224.6   301.1   238.1     0.010     0.008   146.5     575.7 0.000E+00 0.000E+00
4650  34569.5  34566.8   -335.8    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.43   288.20   42248.7   301.1   238.1     0.010     0.008   146.5     575.1 0.000E+00 0.000E+00
4651  34577.1  34574.4   -335.8    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.46   288.14   42272.9   301.0   238.1     0.010     0.008   146.5     574.5 0.000E+00 0.000E+00
4652  34584.7  34582.1   -335.9    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.49   288.09   42297.1   301.0   238.2     0.010     0.008   146.6     573.8 0.000E+00 0.000E+00
4653  34592.4  34589.7   -335.9    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.52   288.03   42321.3   300.9   238.2     0.010     0.008   146.6     573.2 0.000E+00 0.000E+00
4654  34600.0  34597.3   -335.9    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.55   287.98   42345.6   300.8   238.2     0.010     0.008   146.6     572.6 0.000E+00 0.000E+00
4655  34607.7  34605.0   -335.9    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.58   287.92   42369.8   300.8   238.2     0.010     0.008   146.6     572.0 0.000E+00 0.000E+00
4656  34615.3  34612.6   -335.9    129.4 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.61   287.87   42394.1   300.7   238.2     0.010     0.008   146.7     571.3 0.000E+00 0.000E+00
4657  34622.9  34620.3   -335.9    129.5 0.347E+00 0.640E+00 0.122E-01 0.000E+00 0.000E+00   28.64   287.81   42418.4   300.6   238.3     0.010     0.008   146.7     570.7 0.000E+00 0.000E+00
4658  34630.6  34627.9   -335.9    129.5 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.67   287.76   42442.7   300.6   238.3     0.010     0.008   146.7     570.1 0.000E+00 0.000E+00
4659  34638.2  34635.5   -335.9    129.5 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.70   287.70   42467.0   300.5   238.3     0.010     0.008   146.8     569.5 0.000E+00 0.000E+00
4660  34645.9  34643.2   -335.9    129.5 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.73   287.64   42491.3   300.5   238.3     0.010     0.008   146.8     568.8 0.000E+00 0.000E+00
4661  34653.5  34650.8   -335.9    129.5 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.76   287.59   42515.7   300.4   238.4     0.010     0.008   146.8     568.2 0.000E+00 0.000E+00
4662  34661.1  34658.5   -335.9    129.5 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.79   287.53   42540.0   300.3   238.4     0.010     0.008   146.8     567.6 0.000E+00 0.000E+00
4663  34668.8  34666.1   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.82   287.48   42564.4   300.3   238.4     0.010     0.008   146.9     567.0 0.000E+00 0.000E+00
4664  34676.4  34673.7   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.85   287.42   42588.8   300.2   238.4     0.010     0.008   146.9     566.3 0.000E+00 0.000E+00
4665  34684.1  34681.4   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.88   287.36   42613.2   300.1   238.5     0.010     0.008   146.9     565.7 0.000E+00 0.000E+00
4666  34691.7  34689.0   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.91   287.31   42637.7   300.1   238.5     0.010     0.008   146.9     565.1 0.000E+00 0.000E+00
4667  34699.3  34696.7   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.94   287.25   42662.1   300.0   238.5     0.010     0.008   147.0     564.5 0.000E+00 0.000E+00
4668  34707.0  34704.3   -335.9    129.6 0.347E+00 0.641E+00 0.122E-01 0.000E+00 0.000E+00   28.97   287.20   42686.6   300.0   238.5     0.010     0.008   147.0     563.9 0.000E+00 0.000E+00
4669  34714.6  34711.9   -335.9    129.6 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.00   287.14   42711.1   299.9   238.5     0.010     0.008   147.0     563.3 0.000E+00 0.000E+00
4670  34722.3  34719.6   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.03   287.08   42735.6   299.8   238.6     0.010     0.008   147.0     562.6 0.000E+00 0.000E+00
4671  34729.9  34727.2   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.06   287.03   42760.1   299.8   238.6     0.010     0.008   147.1     562.0 0.000E+00 0.000E+00
4672  34737.5  34734.9   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.09   286.97   42784.6   299.7   238.6     0.010     0.008   147.1     561.4 0.000E+00 0.000E+00
4673  34745.2  34742.5   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.12   286.91   42809.2   299.7   238.6     0.010     0.008   147.1     560.8 0.000E+00 0.000E+00
4674  34752.8  34750.1   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.15   286.86   42833.8   299.6   238.7     0.010     0.008   147.2     560.2 0.000E+00 0.000E+00
4675  34760.5  34757.8   -335.9    129.7 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.18   286.80   42858.4   299.5   238.7     0.010     0.008   147.2     559.6 0.000E+00 0.000E+00
4676  34768.1  34765.4   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.21   286.74   42883.0   299.5   238.7     0.010     0.008   147.2     559.0 0.000E+00 0.000E+00
4677  34775.7  34773.1   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.24   286.69   42907.6   299.4   238.7     0.010     0.008   147.2     558.3 0.000E+00 0.000E+00
4678  34783.4  34780.7   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.27   286.63   42932.2   299.3   238.7     0.010     0.008   147.3     557.7 0.000E+00 0.000E+00
4679  34791.0  34788.3   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.30   286.57   42956.9   299.3   238.8     0.010     0.008   147.3     557.1 0.000E+00 0.000E+00
4680  34798.7  34796.0   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.33   286.52   42981.6   299.2   238.8     0.010     0.008   147.3     556.5 0.000E+00 0.000E+00
4681  34806.3  34803.6   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.36   286.46   43006.3   299.2   238.8     0.010     0.008   147.3     555.9 0.000E+00 0.000E+00
4682  34813.9  34811.3   -335.9    129.8 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.39   286.40   43031.0   299.1   238.8     0.010     0.008   147.4     555.3 0.000E+00 0.000E+00
4683  34821.6  34818.9   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.42   286.34   43055.7   299.0   238.9     0.010     0.008   147.4     554.7 0.000E+00 0.000E+00
4684  34829.2  34826.5   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.45   286.29   43080.5   299.0   238.9     0.010     0.008   147.4     554.1 0.000E+00 0.000E+00
4685  34836.9  34834.2   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.48   286.23   43105.2   298.9   238.9     0.010     0.008   147.4     553.5 0.000E+00 0.000E+00
4686  34844.5  34841.8   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.51   286.17   43130.0   298.8   238.9     0.010     0.008   147.5     552.9 0.000E+00 0.000E+00
4687  34852.1  34849.5   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.54   286.12   43154.8   298.8   238.9     0.010     0.008   147.5     552.3 0.000E+00 0.000E+00
4688  34859.8  34857.1   -335.9    129.9 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.57   286.06   43179.6   298.7   239.0     0.010     0.008   147.5     551.7 0.000E+00 0.000E+00
4689  34867.4  34864.7   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.60   286.00   43204.5   298.7   239.0     0.010     0.008   147.6     551.1 0.000E+00 0.000E+00
4690  34875.1  34872.4   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.63   285.94   43229.3   298.6   239.0     0.010     0.008   147.6     550.5 0.000E+00 0.000E+00
4691  34882.7  34880.0   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.66   285.89   43254.2   298.5   239.0     0.010     0.008   147.6     549.9 0.000E+00 0.000E+00
4692  34890.3  34887.7   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.69   285.83   43279.1   298.5   239.1     0.010     0.008   147.6     549.3 0.000E+00 0.000E+00
4693  34898.0  34895.3   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.72   285.77   43304.0   298.4   239.1     0.010     0.008   147.7     548.7 0.000E+00 0.000E+00
4694  34905.6  34902.9   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.75   285.71   43328.9   298.4   239.1     0.010     0.008   147.7     548.1 0.000E+00 0.000E+00
4695  34913.3  34910.6   -335.9    130.0 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.78   285.65   43353.9   298.3   239.1     0.010     0.008   147.7     547.5 0.000E+00 0.000E+00
4696  34920.9  34918.2   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.81   285.60   43378.8   298.2   239.2     0.010     0.008   147.7     546.9 0.000E+00 0.000E+00
4697  34928.5  34925.9   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.84   285.54   43403.8   298.2   239.2     0.010     0.008   147.8     546.3 0.000E+00 0.000E+00
4698  34936.2  34933.5   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.87   285.48   43428.8   298.1   239.2     0.010     0.008   147.8     545.7 0.000E+00 0.000E+00
4699  34943.8  34941.1   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.90   285.42   43453.8   298.0   239.2     0.010     0.008   147.8     545.1 0.000E+00 0.000E+00
4700  34951.5  34948.8   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.93   285.36   43478.8   298.0   239.2     0.010     0.008   147.8     544.5 0.000E+00 0.000E+00
4701  34959.1  34956.4   -335.9    130.1 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.96   285.30   43503.9   297.9   239.3     0.010     0.008   147.9     543.9 0.000E+00 0.000E+00
4702  34966.7  34964.1   -335.9    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   29.99   285.25   43528.9   297.9   239.3     0.010     0.008   147.9     543.3 0.000E+00 0.000E+00
4703  34974.4  34971.7   -335.9    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.02   285.19   43554.0   297.8   239.3     0.010     0.008   147.9     542.7 0.000E+00 0.000E+00
4704  34982.0  34979.3   -335.9    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.05   285.13   43579.1   297.7   239.3     0.010     0.008   148.0     542.1 0.000E+00 0.000E+00
4705  34989.7  34987.0   -335.9    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.08   285.07   43604.2   297.7   239.4     0.010     0.008   148.0     541.5 0.000E+00 0.000E+00
4706  34997.3  34994.6   -336.0    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.12   285.01   43629.4   297.6   239.4     0.010     0.008   148.0     540.9 0.000E+00 0.000E+00
4707  35004.9  35002.3   -336.0    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.15   284.95   43654.5   297.6   239.4     0.010     0.008   148.0     540.3 0.000E+00 0.000E+00
4708  35012.6  35009.9   -336.0    130.2 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.18   284.89   43679.7   297.5   239.4     0.010     0.008   148.1     539.7 0.000E+00 0.000E+00
4709  35020.2  35017.5   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.21   284.84   43704.9   297.4   239.4     0.010     0.008   148.1     539.2 0.000E+00 0.000E+00
4710  35027.9  35025.2   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.24   284.78   43730.1   297.4   239.5     0.010     0.008   148.1     538.6 0.000E+00 0.000E+00
4711  35035.5  35032.8   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.27   284.72   43755.3   297.3   239.5     0.010     0.008   148.1     538.0 0.000E+00 0.000E+00
4712  35043.1  35040.5   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.30   284.66   43780.6   297.2   239.5     0.010     0.008   148.2     537.4 0.000E+00 0.000E+00
4713  35050.8  35048.1   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.33   284.60   43805.9   297.2   239.5     0.010     0.008   148.2     536.8 0.000E+00 0.000E+00
4714  35058.4  35055.7   -336.0    130.3 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.36   284.54   43831.1   297.1   239.6     0.010     0.008   148.2     536.2 0.000E+00 0.000E+00
4715  35066.1  35063.4   -336.0    130.4 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.39   284.48   43856.4   297.1   239.6     0.010     0.008   148.2     535.6 0.000E+00 0.000E+00
4716  35073.7  35071.0   -336.0    130.4 0.347E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.42   284.42   43881.7   297.0   239.6     0.009     0.008   148.3     535.1 0.000E+00 0.000E+00
4717  35081.3  35078.7   -336.0    130.4 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.45   284.36   43907.1   296.9   239.6     0.009     0.008   148.3     534.5 0.000E+00 0.000E+00
4718  35089.0  35086.3   -336.0    130.4 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.48   284.30   43932.4   296.9   239.6     0.009     0.008   148.3     533.9 0.000E+00 0.000E+00
4719  35096.6  35094.0   -336.0    130.4 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.51   284.24   43957.8   296.8   239.7     0.009     0.008   148.4     533.3 0.000E+00 0.000E+00
4720  35104.3  35101.6   -336.0    130.4 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.54   284.18   43983.2   296.8   239.7     0.009     0.008   148.4     532.7 0.000E+00 0.000E+00
4721  35111.9  35109.2   -336.0    130.4 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.57   284.13   44008.6   296.7   239.7     0.009     0.008   148.4     532.2 0.000E+00 0.000E+00
4722  35119.5  35116.9   -336.0    130.5 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.60   284.07   44034.0   296.6   239.7     0.009     0.008   148.4     531.6 0.000E+00 0.000E+00
4723  35127.2  35124.5   -336.0    130.5 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.63   284.01   44059.5   296.6   239.8     0.009     0.008   148.5     531.0 0.000E+00 0.000E+00
4724  35134.8  35132.2   -336.0    130.5 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.66   283.95   44084.9   296.5   239.8     0.009     0.008   148.5     530.4 0.000E+00 0.000E+00
4725  35142.5  35139.8   -336.0    130.5 0.346E+00 0.641E+00 0.121E-01 0.000E+00 0.000E+00   30.69   283.89   44110.4   296.5   239.8     0.009     0.008   148.5     529.8 0.000E+00 0.000E+00
4726  35150.1  35147.4   -336.0    130.5 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.73   283.83   44135.9   296.4   239.8     0.009     0.008   148.5     529.3 0.000E+00 0.000E+00
4727  35157.7  35155.1   -336.0    130.5 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.76   283.77   44161.4   296.3   239.9     0.009     0.008   148.6     528.7 0.000E+00 0.000E+00
4728  35165.4  35162.7   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.79   283.71   44187.0   296.3   239.9     0.009     0.008   148.6     528.1 0.000E+00 0.000E+00
4729  35173.0  35170.4   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.82   283.65   44212.5   296.2   239.9     0.009     0.008   148.6     527.5 0.000E+00 0.000E+00
4730  35180.7  35178.0   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.85   283.59   44238.1   296.1   239.9     0.009     0.008   148.7     527.0 0.000E+00 0.000E+00
4731  35188.3  35185.6   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.88   283.53   44263.7   296.1   239.9     0.009     0.008   148.7     526.4 0.000E+00 0.000E+00
4732  35195.9  35193.3   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.91   283.47   44289.3   296.0   240.0     0.009     0.008   148.7     525.8 0.000E+00 0.000E+00
4733  35200.0  35197.3   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.93   283.43   44302.9   296.0   240.0     0.009     0.008   148.7     525.5 0.000E+00 0.000E+00
4734  35204.6  35201.9   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.94   283.40   44318.3   296.0   240.0     0.009     0.008   148.7     525.2 0.000E+00 0.000E+00
4735  35209.7  35207.0   -336.0    130.6 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.96   283.36   44335.4   295.9   240.0     0.009     0.008   148.8     524.8 0.000E+00 0.000E+00
4736  35215.2  35212.5   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   30.99   283.31   44354.0   295.9   240.0     0.009     0.008   148.8     524.4 0.000E+00 0.000E+00
4737  35221.1  35218.4   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.01   283.27   44373.8   295.8   240.0     0.009     0.008   148.8     523.9 0.000E+00 0.000E+00
4738  35227.3  35224.6   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.04   283.22   44394.6   295.8   240.1     0.009     0.008   148.8     523.5 0.000E+00 0.000E+00
4739  35233.8  35231.1   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.06   283.17   44416.4   295.7   240.1     0.009     0.008   148.8     523.0 0.000E+00 0.000E+00
4740  35240.5  35237.8   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.09   283.11   44438.9   295.7   240.1     0.009     0.008   148.9     522.5 0.000E+00 0.000E+00
4741  35247.3  35244.7   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.12   283.06   44462.0   295.6   240.1     0.009     0.008   148.9     522.0 0.000E+00 0.000E+00
4742  35254.4  35251.7   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.14   283.00   44485.7   295.6   240.1     0.009     0.008   148.9     521.5 0.000E+00 0.000E+00
4743  35261.5  35258.8   -336.0    130.7 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.17   282.95   44509.8   295.5   240.2     0.009     0.008   148.9     520.9 0.000E+00 0.000E+00
4744  35268.7  35266.0   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.20   282.89   44534.2   295.4   240.2     0.009     0.008   149.0     520.4 0.000E+00 0.000E+00
4745  35276.0  35273.4   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.23   282.83   44558.9   295.4   240.2     0.009     0.008   149.0     519.9 0.000E+00 0.000E+00
4746  35283.4  35280.7   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.26   282.77   44583.8   295.3   240.2     0.009     0.008   149.0     519.3 0.000E+00 0.000E+00
4747  35290.8  35288.2   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.29   282.71   44609.0   295.3   240.2     0.009     0.008   149.0     518.8 0.000E+00 0.000E+00
4748  35298.3  35295.6   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.32   282.65   44634.3   295.2   240.3     0.009     0.008   149.1     518.2 0.000E+00 0.000E+00
4749  35305.8  35303.1   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.35   282.59   44659.7   295.2   240.3     0.009     0.008   149.1     517.7 0.000E+00 0.000E+00
4750  35313.4  35310.7   -336.0    130.8 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.38   282.53   44685.2   295.1   240.3     0.009     0.007   149.1     517.1 0.000E+00 0.000E+00
4751  35320.9  35318.2   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.41   282.47   44710.8   295.0   240.3     0.009     0.007   149.1     516.5 0.000E+00 0.000E+00
4752  35328.5  35325.8   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.44   282.41   44736.5   295.0   240.4     0.009     0.007   149.2     516.0 0.000E+00 0.000E+00
4753  35336.1  35333.4   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.47   282.35   44762.3   294.9   240.4     0.009     0.007   149.2     515.4 0.000E+00 0.000E+00
4754  35343.7  35341.0   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.51   282.29   44788.1   294.9   240.4     0.009     0.007   149.2     514.9 0.000E+00 0.000E+00
4755  35351.3  35348.6   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.54   282.23   44814.0   294.8   240.4     0.009     0.007   149.3     514.3 0.000E+00 0.000E+00
4756  35358.9  35356.2   -336.0    130.9 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.57   282.17   44839.9   294.7   240.4     0.009     0.007   149.3     513.8 0.000E+00 0.000E+00
4757  35366.5  35363.8   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.60   282.10   44865.8   294.7   240.5     0.009     0.007   149.3     513.2 0.000E+00 0.000E+00
4758  35374.1  35371.4   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.63   282.04   44891.8   294.6   240.5     0.009     0.007   149.3     512.7 0.000E+00 0.000E+00
4759  35381.7  35379.1   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.66   281.98   44917.8   294.6   240.5     0.009     0.007   149.4     512.1 0.000E+00 0.000E+00
4760  35389.4  35386.7   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.69   281.92   44943.9   294.5   240.5     0.009     0.007   149.4     511.5 0.000E+00 0.000E+00
4761  35397.0  35394.3   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.72   281.86   44970.0   294.4   240.6     0.009     0.007   149.4     511.0 0.000E+00 0.000E+00
4762  35404.6  35402.0   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.75   281.80   44996.0   294.4   240.6     0.009     0.007   149.4     510.4 0.000E+00 0.000E+00
4763  35412.3  35409.6   -336.0    131.0 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.78   281.73   45022.2   294.3   240.6     0.009     0.007   149.5     509.9 0.000E+00 0.000E+00
4764  35419.9  35417.2   -336.0    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.81   281.67   45048.3   294.2   240.6     0.009     0.007   149.5     509.3 0.000E+00 0.000E+00
4765  35427.5  35424.9   -336.0    131.1 0.346E+00 0.642E+00 0.121E-01 0.000E+00 0.000E+00   31.85   281.61   45074.5   294.2   240.6     0.009     0.007   149.5     508.8 0.000E+00 0.000E+00
