
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):   349.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   219.8
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.125E+09
                 Mass flux of solids, (kg/s):  0.121E+09
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
1551  11497.1  11482.7   -476.7    263.9 0.899E-01 0.904E+00 0.621E-02 0.000E+00 0.000E+00   12.45   126.35    3374.9   288.7   228.8     0.298     0.344    92.7   22581.7 0.000E+00 0.000E+00
1552  11504.7  11490.3   -477.2    264.1 0.898E-01 0.904E+00 0.621E-02 0.000E+00 0.000E+00   12.47   126.35    3377.4   288.6   228.7     0.298     0.344    92.8   22555.9 0.000E+00 0.000E+00
1553  11512.4  11497.9   -477.6    264.2 0.898E-01 0.904E+00 0.620E-02 0.000E+00 0.000E+00   12.48   126.35    3380.0   288.5   228.6     0.298     0.343    92.8   22530.2 0.000E+00 0.000E+00
1554  11520.0  11505.6   -478.0    264.3 0.897E-01 0.904E+00 0.620E-02 0.000E+00 0.000E+00   12.49   126.35    3382.5   288.4   228.6     0.297     0.343    92.9   22504.4 0.000E+00 0.000E+00
1555  11527.7  11513.2   -478.5    264.5 0.896E-01 0.904E+00 0.619E-02 0.000E+00 0.000E+00   12.50   126.35    3385.1   288.2   228.5     0.297     0.343    92.9   22478.7 0.000E+00 0.000E+00
1556  11535.3  11520.9   -478.9    264.6 0.896E-01 0.904E+00 0.619E-02 0.000E+00 0.000E+00   12.52   126.35    3387.6   288.1   228.4     0.297     0.342    93.0   22453.1 0.000E+00 0.000E+00
1557  11543.0  11528.5   -479.4    264.8 0.895E-01 0.904E+00 0.618E-02 0.000E+00 0.000E+00   12.53   126.35    3390.2   288.0   228.4     0.297     0.342    93.1   22427.4 0.000E+00 0.000E+00
1558  11550.6  11536.1   -479.8    264.9 0.894E-01 0.904E+00 0.618E-02 0.000E+00 0.000E+00   12.54   126.35    3392.8   287.9   228.3     0.297     0.342    93.1   22401.8 0.000E+00 0.000E+00
1559  11558.3  11543.8   -480.3    265.0 0.894E-01 0.904E+00 0.617E-02 0.000E+00 0.000E+00   12.55   126.35    3395.3   287.8   228.2     0.296     0.342    93.2   22376.1 0.000E+00 0.000E+00
1560  11565.9  11551.4   -480.7    265.2 0.893E-01 0.905E+00 0.617E-02 0.000E+00 0.000E+00   12.56   126.35    3397.9   287.6   228.2     0.296     0.341    93.2   22350.5 0.000E+00 0.000E+00
1561  11573.6  11559.1   -481.1    265.3 0.892E-01 0.905E+00 0.617E-02 0.000E+00 0.000E+00   12.58   126.35    3400.5   287.5   228.1     0.296     0.341    93.3   22325.0 0.000E+00 0.000E+00
1562  11581.3  11566.7   -481.6    265.4 0.892E-01 0.905E+00 0.616E-02 0.000E+00 0.000E+00   12.59   126.34    3403.0   287.4   228.0     0.296     0.341    93.4   22299.4 0.000E+00 0.000E+00
1563  11588.9  11574.3   -482.0    265.6 0.891E-01 0.905E+00 0.616E-02 0.000E+00 0.000E+00   12.60   126.34    3405.6   287.3   228.0     0.295     0.340    93.4   22273.9 0.000E+00 0.000E+00
1564  11596.6  11582.0   -482.5    265.7 0.891E-01 0.905E+00 0.615E-02 0.000E+00 0.000E+00   12.61   126.34    3408.2   287.1   227.9     0.295     0.340    93.5   22248.4 0.000E+00 0.000E+00
1565  11604.2  11589.6   -482.9    265.8 0.890E-01 0.905E+00 0.615E-02 0.000E+00 0.000E+00   12.63   126.34    3410.8   287.0   227.8     0.295     0.340    93.5   22222.9 0.000E+00 0.000E+00
1566  11611.9  11597.3   -483.4    266.0 0.889E-01 0.905E+00 0.614E-02 0.000E+00 0.000E+00   12.64   126.34    3413.3   286.9   227.8     0.295     0.340    93.6   22197.5 0.000E+00 0.000E+00
1567  11619.5  11604.9   -483.8    266.1 0.889E-01 0.905E+00 0.614E-02 0.000E+00 0.000E+00   12.65   126.34    3415.9   286.8   227.7     0.294     0.339    93.7   22172.0 0.000E+00 0.000E+00
1568  11627.2  11612.5   -484.3    266.2 0.888E-01 0.905E+00 0.613E-02 0.000E+00 0.000E+00   12.66   126.34    3418.5   286.7   227.7     0.294     0.339    93.7   22146.6 0.000E+00 0.000E+00
1569  11634.8  11620.2   -484.7    266.4 0.887E-01 0.905E+00 0.613E-02 0.000E+00 0.000E+00   12.68   126.34    3421.1   286.5   227.6     0.294     0.339    93.8   22121.2 0.000E+00 0.000E+00
1570  11642.5  11627.8   -485.1    266.5 0.887E-01 0.905E+00 0.613E-02 0.000E+00 0.000E+00   12.69   126.34    3423.7   286.4   227.5     0.294     0.338    93.8   22095.8 0.000E+00 0.000E+00
1571  11650.1  11635.5   -485.6    266.6 0.886E-01 0.905E+00 0.612E-02 0.000E+00 0.000E+00   12.70   126.34    3426.3   286.3   227.5     0.294     0.338    93.9   22070.5 0.000E+00 0.000E+00
1572  11657.8  11643.1   -486.0    266.8 0.885E-01 0.905E+00 0.612E-02 0.000E+00 0.000E+00   12.71   126.34    3428.8   286.2   227.4     0.293     0.338    94.0   22045.1 0.000E+00 0.000E+00
1573  11665.4  11650.7   -486.5    266.9 0.885E-01 0.905E+00 0.611E-02 0.000E+00 0.000E+00   12.72   126.34    3431.4   286.0   227.3     0.293     0.338    94.0   22019.8 0.000E+00 0.000E+00
1574  11673.1  11658.4   -486.9    267.0 0.884E-01 0.905E+00 0.611E-02 0.000E+00 0.000E+00   12.74   126.34    3434.0   285.9   227.3     0.293     0.337    94.1   21994.5 0.000E+00 0.000E+00
1575  11680.8  11666.0   -487.4    267.2 0.883E-01 0.906E+00 0.610E-02 0.000E+00 0.000E+00   12.75   126.34    3436.6   285.8   227.2     0.293     0.337    94.1   21969.3 0.000E+00 0.000E+00
1576  11688.4  11673.7   -487.8    267.3 0.883E-01 0.906E+00 0.610E-02 0.000E+00 0.000E+00   12.76   126.34    3439.2   285.7   227.1     0.292     0.337    94.2   21944.0 0.000E+00 0.000E+00
1577  11696.1  11681.3   -488.3    267.4 0.882E-01 0.906E+00 0.610E-02 0.000E+00 0.000E+00   12.77   126.34    3441.8   285.6   227.1     0.292     0.336    94.3   21918.8 0.000E+00 0.000E+00
1578  11703.7  11688.9   -488.7    267.6 0.882E-01 0.906E+00 0.609E-02 0.000E+00 0.000E+00   12.79   126.34    3444.4   285.4   227.0     0.292     0.336    94.3   21893.6 0.000E+00 0.000E+00
1579  11711.4  11696.6   -489.2    267.7 0.881E-01 0.906E+00 0.609E-02 0.000E+00 0.000E+00   12.80   126.34    3447.0   285.3   226.9     0.292     0.336    94.4   21868.4 0.000E+00 0.000E+00
1580  11719.0  11704.2   -489.6    267.8 0.880E-01 0.906E+00 0.608E-02 0.000E+00 0.000E+00   12.81   126.34    3449.6   285.2   226.9     0.291     0.335    94.4   21843.3 0.000E+00 0.000E+00
1581  11726.7  11711.9   -490.1    267.9 0.880E-01 0.906E+00 0.608E-02 0.000E+00 0.000E+00   12.82   126.34    3452.2   285.1   226.8     0.291     0.335    94.5   21818.2 0.000E+00 0.000E+00
1582  11734.3  11719.5   -490.5    268.1 0.879E-01 0.906E+00 0.607E-02 0.000E+00 0.000E+00   12.84   126.34    3454.8   285.0   226.7     0.291     0.335    94.6   21793.0 0.000E+00 0.000E+00
1583  11742.0  11727.1   -491.0    268.2 0.878E-01 0.906E+00 0.607E-02 0.000E+00 0.000E+00   12.85   126.34    3457.5   284.8   226.7     0.291     0.335    94.6   21768.0 0.000E+00 0.000E+00
1584  11749.6  11734.8   -491.4    268.3 0.878E-01 0.906E+00 0.606E-02 0.000E+00 0.000E+00   12.86   126.34    3460.1   284.7   226.6     0.291     0.334    94.7   21742.9 0.000E+00 0.000E+00
1585  11757.3  11742.4   -491.9    268.5 0.877E-01 0.906E+00 0.606E-02 0.000E+00 0.000E+00   12.87   126.34    3462.7   284.6   226.5     0.290     0.334    94.8   21717.8 0.000E+00 0.000E+00
1586  11765.0  11750.1   -492.3    268.6 0.877E-01 0.906E+00 0.606E-02 0.000E+00 0.000E+00   12.88   126.34    3465.3   284.5   226.5     0.290     0.334    94.8   21692.8 0.000E+00 0.000E+00
1587  11772.6  11757.7   -492.8    268.7 0.876E-01 0.906E+00 0.605E-02 0.000E+00 0.000E+00   12.90   126.34    3467.9   284.4   226.4     0.290     0.333    94.9   21667.8 0.000E+00 0.000E+00
1588  11780.3  11765.3   -493.2    268.8 0.875E-01 0.906E+00 0.605E-02 0.000E+00 0.000E+00   12.91   126.34    3470.5   284.2   226.4     0.290     0.333    94.9   21642.8 0.000E+00 0.000E+00
1589  11787.9  11773.0   -493.7    269.0 0.875E-01 0.906E+00 0.604E-02 0.000E+00 0.000E+00   12.92   126.34    3473.2   284.1   226.3     0.289     0.333    95.0   21617.9 0.000E+00 0.000E+00
1590  11795.6  11780.6   -494.1    269.1 0.874E-01 0.907E+00 0.604E-02 0.000E+00 0.000E+00   12.93   126.34    3475.8   284.0   226.2     0.289     0.333    95.1   21592.9 0.000E+00 0.000E+00
1591  11803.2  11788.3   -494.6    269.2 0.873E-01 0.907E+00 0.603E-02 0.000E+00 0.000E+00   12.95   126.33    3478.4   283.9   226.2     0.289     0.332    95.1   21568.0 0.000E+00 0.000E+00
1592  11810.9  11795.9   -495.0    269.4 0.873E-01 0.907E+00 0.603E-02 0.000E+00 0.000E+00   12.96   126.33    3481.0   283.7   226.1     0.289     0.332    95.2   21543.1 0.000E+00 0.000E+00
1593  11818.5  11803.5   -495.5    269.5 0.872E-01 0.907E+00 0.603E-02 0.000E+00 0.000E+00   12.97   126.33    3483.7   283.6   226.0     0.288     0.332    95.2   21518.2 0.000E+00 0.000E+00
1594  11826.2  11811.2   -495.9    269.6 0.872E-01 0.907E+00 0.602E-02 0.000E+00 0.000E+00   12.98   126.33    3486.3   283.5   226.0     0.288     0.331    95.3   21493.4 0.000E+00 0.000E+00
1595  11833.8  11818.8   -496.4    269.7 0.871E-01 0.907E+00 0.602E-02 0.000E+00 0.000E+00   13.00   126.33    3488.9   283.4   225.9     0.288     0.331    95.4   21468.6 0.000E+00 0.000E+00
1596  11841.5  11826.5   -496.8    269.9 0.870E-01 0.907E+00 0.601E-02 0.000E+00 0.000E+00   13.01   126.33    3491.6   283.3   225.8     0.288     0.331    95.4   21443.7 0.000E+00 0.000E+00
1597  11849.2  11834.1   -497.3    270.0 0.870E-01 0.907E+00 0.601E-02 0.000E+00 0.000E+00   13.02   126.33    3494.2   283.1   225.8     0.288     0.331    95.5   21419.0 0.000E+00 0.000E+00
1598  11856.8  11841.7   -497.7    270.1 0.869E-01 0.907E+00 0.600E-02 0.000E+00 0.000E+00   13.03   126.33    3496.9   283.0   225.7     0.287     0.330    95.5   21394.2 0.000E+00 0.000E+00
1599  11864.5  11849.4   -498.2    270.2 0.868E-01 0.907E+00 0.600E-02 0.000E+00 0.000E+00   13.04   126.33    3499.5   282.9   225.6     0.287     0.330    95.6   21369.4 0.000E+00 0.000E+00
1600  11872.1  11857.0   -498.6    270.4 0.868E-01 0.907E+00 0.600E-02 0.000E+00 0.000E+00   13.06   126.33    3502.1   282.8   225.6     0.287     0.330    95.7   21344.7 0.000E+00 0.000E+00
1601  11879.8  11864.7   -499.1    270.5 0.867E-01 0.907E+00 0.599E-02 0.000E+00 0.000E+00   13.07   126.33    3504.8   282.7   225.5     0.287     0.329    95.7   21320.0 0.000E+00 0.000E+00
1602  11887.4  11872.3   -499.5    270.6 0.867E-01 0.907E+00 0.599E-02 0.000E+00 0.000E+00   13.08   126.33    3507.4   282.5   225.4     0.286     0.329    95.8   21295.3 0.000E+00 0.000E+00
1603  11895.1  11879.9   -500.0    270.7 0.866E-01 0.907E+00 0.598E-02 0.000E+00 0.000E+00   13.09   126.33    3510.1   282.4   225.4     0.286     0.329    95.8   21270.7 0.000E+00 0.000E+00
1604  11902.7  11887.6   -500.4    270.9 0.865E-01 0.907E+00 0.598E-02 0.000E+00 0.000E+00   13.11   126.33    3512.7   282.3   225.3     0.286     0.329    95.9   21246.0 0.000E+00 0.000E+00
1605  11910.4  11895.2   -500.9    271.0 0.865E-01 0.908E+00 0.597E-02 0.000E+00 0.000E+00   13.12   126.33    3515.4   282.2   225.2     0.286     0.328    96.0   21221.4 0.000E+00 0.000E+00
1606  11918.0  11902.9   -501.3    271.1 0.864E-01 0.908E+00 0.597E-02 0.000E+00 0.000E+00   13.13   126.33    3518.1   282.1   225.2     0.285     0.328    96.0   21196.8 0.000E+00 0.000E+00
1607  11925.7  11910.5   -501.8    271.2 0.864E-01 0.908E+00 0.597E-02 0.000E+00 0.000E+00   13.14   126.33    3520.7   281.9   225.1     0.285     0.328    96.1   21172.3 0.000E+00 0.000E+00
1608  11933.4  11918.1   -502.2    271.4 0.863E-01 0.908E+00 0.596E-02 0.000E+00 0.000E+00   13.16   126.33    3523.4   281.8   225.0     0.285     0.327    96.1   21147.7 0.000E+00 0.000E+00
1609  11941.0  11925.8   -502.7    271.5 0.862E-01 0.908E+00 0.596E-02 0.000E+00 0.000E+00   13.17   126.33    3526.0   281.7   225.0     0.285     0.327    96.2   21123.2 0.000E+00 0.000E+00
1610  11948.7  11933.4   -503.1    271.6 0.862E-01 0.908E+00 0.595E-02 0.000E+00 0.000E+00   13.18   126.33    3528.7   281.6   224.9     0.285     0.327    96.3   21098.7 0.000E+00 0.000E+00
1611  11956.3  11941.1   -503.6    271.7 0.861E-01 0.908E+00 0.595E-02 0.000E+00 0.000E+00   13.19   126.33    3531.4   281.5   224.9     0.284     0.327    96.3   21074.2 0.000E+00 0.000E+00
1612  11964.0  11948.7   -504.1    271.8 0.861E-01 0.908E+00 0.595E-02 0.000E+00 0.000E+00   13.21   126.33    3534.0   281.4   224.8     0.284     0.326    96.4   21049.7 0.000E+00 0.000E+00
1613  11971.6  11956.3   -504.5    272.0 0.860E-01 0.908E+00 0.594E-02 0.000E+00 0.000E+00   13.22   126.32    3536.7   281.2   224.7     0.284     0.326    96.4   21025.3 0.000E+00 0.000E+00
1614  11979.3  11964.0   -505.0    272.1 0.859E-01 0.908E+00 0.594E-02 0.000E+00 0.000E+00   13.23   126.32    3539.4   281.1   224.7     0.284     0.326    96.5   21000.8 0.000E+00 0.000E+00
1615  11986.9  11971.6   -505.4    272.2 0.859E-01 0.908E+00 0.593E-02 0.000E+00 0.000E+00   13.24   126.32    3542.0   281.0   224.6     0.283     0.325    96.6   20976.4 0.000E+00 0.000E+00
1616  11994.6  11979.3   -505.9    272.3 0.858E-01 0.908E+00 0.593E-02 0.000E+00 0.000E+00   13.25   126.32    3544.7   280.9   224.5     0.283     0.325    96.6   20952.1 0.000E+00 0.000E+00
1617  12002.2  11986.9   -506.3    272.5 0.858E-01 0.908E+00 0.592E-02 0.000E+00 0.000E+00   13.27   126.32    3547.4   280.8   224.5     0.283     0.325    96.7   20927.7 0.000E+00 0.000E+00
1618  12009.9  11994.5   -506.8    272.6 0.857E-01 0.908E+00 0.592E-02 0.000E+00 0.000E+00   13.28   126.32    3550.1   280.6   224.4     0.283     0.325    96.7   20903.4 0.000E+00 0.000E+00
1619  12017.6  12002.2   -507.2    272.7 0.856E-01 0.908E+00 0.592E-02 0.000E+00 0.000E+00   13.29   126.32    3552.8   280.5   224.3     0.283     0.324    96.8   20879.0 0.000E+00 0.000E+00
1620  12025.2  12009.8   -507.7    272.8 0.856E-01 0.909E+00 0.591E-02 0.000E+00 0.000E+00   13.30   126.32    3555.4   280.4   224.3     0.282     0.324    96.9   20854.7 0.000E+00 0.000E+00
1621  12032.9  12017.5   -508.2    272.9 0.855E-01 0.909E+00 0.591E-02 0.000E+00 0.000E+00   13.32   126.32    3558.1   280.3   224.2     0.282     0.324    96.9   20830.5 0.000E+00 0.000E+00
1622  12040.5  12025.1   -508.6    273.1 0.855E-01 0.909E+00 0.590E-02 0.000E+00 0.000E+00   13.33   126.32    3560.8   280.2   224.1     0.282     0.323    97.0   20806.2 0.000E+00 0.000E+00
1623  12048.2  12032.7   -509.1    273.2 0.854E-01 0.909E+00 0.590E-02 0.000E+00 0.000E+00   13.34   126.32    3563.5   280.0   224.1     0.282     0.323    97.1   20782.0 0.000E+00 0.000E+00
1624  12055.8  12040.4   -509.5    273.3 0.853E-01 0.909E+00 0.590E-02 0.000E+00 0.000E+00   13.35   126.32    3566.2   279.9   224.0     0.281     0.323    97.1   20757.8 0.000E+00 0.000E+00
1625  12063.5  12048.0   -510.0    273.4 0.853E-01 0.909E+00 0.589E-02 0.000E+00 0.000E+00   13.37   126.32    3568.9   279.8   223.9     0.281     0.323    97.2   20733.6 0.000E+00 0.000E+00
1626  12071.1  12055.7   -510.4    273.5 0.852E-01 0.909E+00 0.589E-02 0.000E+00 0.000E+00   13.38   126.32    3571.6   279.7   223.9     0.281     0.322    97.2   20709.4 0.000E+00 0.000E+00
1627  12078.8  12063.3   -510.9    273.6 0.852E-01 0.909E+00 0.588E-02 0.000E+00 0.000E+00   13.39   126.32    3574.3   279.6   223.8     0.281     0.322    97.3   20685.3 0.000E+00 0.000E+00
1628  12086.4  12070.9   -511.4    273.8 0.851E-01 0.909E+00 0.588E-02 0.000E+00 0.000E+00   13.40   126.32    3577.0   279.5   223.7     0.280     0.322    97.4   20661.1 0.000E+00 0.000E+00
1629  12094.1  12078.6   -511.8    273.9 0.850E-01 0.909E+00 0.587E-02 0.000E+00 0.000E+00   13.41   126.32    3579.7   279.3   223.7     0.280     0.321    97.4   20637.0 0.000E+00 0.000E+00
1630  12101.8  12086.2   -512.3    274.0 0.850E-01 0.909E+00 0.587E-02 0.000E+00 0.000E+00   13.43   126.32    3582.4   279.2   223.6     0.280     0.321    97.5   20612.9 0.000E+00 0.000E+00
1631  12109.4  12093.9   -512.7    274.1 0.849E-01 0.909E+00 0.587E-02 0.000E+00 0.000E+00   13.44   126.32    3585.1   279.1   223.6     0.280     0.321    97.5   20588.9 0.000E+00 0.000E+00
1632  12117.1  12101.5   -513.2    274.2 0.849E-01 0.909E+00 0.586E-02 0.000E+00 0.000E+00   13.45   126.31    3587.8   279.0   223.5     0.280     0.321    97.6   20564.8 0.000E+00 0.000E+00
1633  12124.7  12109.1   -513.7    274.4 0.848E-01 0.909E+00 0.586E-02 0.000E+00 0.000E+00   13.46   126.31    3590.5   278.9   223.4     0.279     0.320    97.7   20540.8 0.000E+00 0.000E+00
1634  12132.4  12116.8   -514.1    274.5 0.847E-01 0.909E+00 0.585E-02 0.000E+00 0.000E+00   13.48   126.31    3593.2   278.7   223.4     0.279     0.320    97.7   20516.8 0.000E+00 0.000E+00
1635  12140.0  12124.4   -514.6    274.6 0.847E-01 0.909E+00 0.585E-02 0.000E+00 0.000E+00   13.49   126.31    3595.9   278.6   223.3     0.279     0.320    97.8   20492.8 0.000E+00 0.000E+00
1636  12147.7  12132.1   -515.0    274.7 0.846E-01 0.910E+00 0.585E-02 0.000E+00 0.000E+00   13.50   126.31    3598.7   278.5   223.2     0.279     0.320    97.8   20468.9 0.000E+00 0.000E+00
1637  12155.3  12139.7   -515.5    274.8 0.846E-01 0.910E+00 0.584E-02 0.000E+00 0.000E+00   13.51   126.31    3601.4   278.4   223.2     0.278     0.319    97.9   20444.9 0.000E+00 0.000E+00
1638  12163.0  12147.3   -516.0    274.9 0.845E-01 0.910E+00 0.584E-02 0.000E+00 0.000E+00   13.53   126.31    3604.1   278.3   223.1     0.278     0.319    98.0   20421.0 0.000E+00 0.000E+00
1639  12170.7  12155.0   -516.4    275.0 0.844E-01 0.910E+00 0.583E-02 0.000E+00 0.000E+00   13.54   126.31    3606.8   278.2   223.0     0.278     0.319    98.0   20397.1 0.000E+00 0.000E+00
1640  12178.3  12162.6   -516.9    275.2 0.844E-01 0.910E+00 0.583E-02 0.000E+00 0.000E+00   13.55   126.31    3609.5   278.0   223.0     0.278     0.318    98.1   20373.3 0.000E+00 0.000E+00
1641  12186.0  12170.3   -517.3    275.3 0.843E-01 0.910E+00 0.583E-02 0.000E+00 0.000E+00   13.56   126.31    3612.3   277.9   222.9     0.278     0.318    98.1   20349.4 0.000E+00 0.000E+00
1642  12193.6  12177.9   -517.8    275.4 0.843E-01 0.910E+00 0.582E-02 0.000E+00 0.000E+00   13.58   126.31    3615.0   277.8   222.8     0.277     0.318    98.2   20325.6 0.000E+00 0.000E+00
1643  12200.0  12184.3   -518.2    275.5 0.842E-01 0.910E+00 0.582E-02 0.000E+00 0.000E+00   13.59   126.31    3617.3   277.7   222.8     0.277     0.318    98.3   20305.7 0.000E+00 0.000E+00
1644  12206.6  12190.9   -518.6    275.6 0.842E-01 0.910E+00 0.581E-02 0.000E+00 0.000E+00   13.60   126.31    3619.6   277.6   222.7     0.277     0.317    98.3   20285.1 0.000E+00 0.000E+00
1645  12213.4  12197.7   -519.0    275.7 0.841E-01 0.910E+00 0.581E-02 0.000E+00 0.000E+00   13.61   126.31    3622.1   277.5   222.7     0.277     0.317    98.4   20263.9 0.000E+00 0.000E+00
1646  12220.4  12204.7   -519.4    275.8 0.841E-01 0.910E+00 0.581E-02 0.000E+00 0.000E+00   13.62   126.31    3624.6   277.4   222.6     0.277     0.317    98.4   20242.3 0.000E+00 0.000E+00
1647  12227.5  12211.7   -519.9    275.9 0.840E-01 0.910E+00 0.580E-02 0.000E+00 0.000E+00   13.63   126.31    3627.1   277.3   222.5     0.276     0.317    98.5   20220.3 0.000E+00 0.000E+00
1648  12234.7  12218.9   -520.3    276.0 0.840E-01 0.910E+00 0.580E-02 0.000E+00 0.000E+00   13.64   126.31    3629.7   277.2   222.5     0.276     0.316    98.5   20197.9 0.000E+00 0.000E+00
1649  12242.0  12226.2   -520.7    276.1 0.839E-01 0.910E+00 0.580E-02 0.000E+00 0.000E+00   13.65   126.31    3632.3   277.1   222.4     0.276     0.316    98.6   20175.3 0.000E+00 0.000E+00
1650  12249.4  12233.6   -521.2    276.2 0.838E-01 0.910E+00 0.579E-02 0.000E+00 0.000E+00   13.67   126.30    3634.9   276.9   222.4     0.276     0.316    98.6   20152.5 0.000E+00 0.000E+00
1651  12256.8  12241.0   -521.6    276.3 0.838E-01 0.910E+00 0.579E-02 0.000E+00 0.000E+00   13.68   126.30    3637.6   276.8   222.3     0.275     0.316    98.7   20129.6 0.000E+00 0.000E+00
1652  12264.3  12248.5   -522.1    276.4 0.837E-01 0.910E+00 0.578E-02 0.000E+00 0.000E+00   13.69   126.30    3640.3   276.7   222.2     0.275     0.315    98.8   20106.5 0.000E+00 0.000E+00
1653  12271.8  12255.9   -522.5    276.6 0.837E-01 0.911E+00 0.578E-02 0.000E+00 0.000E+00   13.70   126.30    3643.0   276.6   222.2     0.275     0.315    98.8   20083.3 0.000E+00 0.000E+00
1654  12279.3  12263.5   -523.0    276.7 0.836E-01 0.911E+00 0.578E-02 0.000E+00 0.000E+00   13.71   126.30    3645.7   276.5   222.1     0.275     0.315    98.9   20060.1 0.000E+00 0.000E+00
1655  12286.9  12271.0   -523.4    276.8 0.836E-01 0.911E+00 0.577E-02 0.000E+00 0.000E+00   13.73   126.30    3648.4   276.4   222.0     0.275     0.314    98.9   20036.8 0.000E+00 0.000E+00
1656  12294.5  12278.6   -523.9    276.9 0.835E-01 0.911E+00 0.577E-02 0.000E+00 0.000E+00   13.74   126.30    3651.1   276.3   222.0     0.274     0.314    99.0   20013.5 0.000E+00 0.000E+00
1657  12302.1  12286.2   -524.4    277.0 0.834E-01 0.911E+00 0.577E-02 0.000E+00 0.000E+00   13.75   126.30    3653.9   276.1   221.9     0.274     0.314    99.1   19990.1 0.000E+00 0.000E+00
1658  12309.7  12293.7   -524.8    277.1 0.834E-01 0.911E+00 0.576E-02 0.000E+00 0.000E+00   13.76   126.30    3656.6   276.0   221.8     0.274     0.314    99.1   19966.8 0.000E+00 0.000E+00
1659  12317.3  12301.3   -525.3    277.2 0.833E-01 0.911E+00 0.576E-02 0.000E+00 0.000E+00   13.77   126.30    3659.3   275.9   221.8     0.274     0.313    99.2   19943.4 0.000E+00 0.000E+00
1660  12324.9  12309.0   -525.8    277.3 0.833E-01 0.911E+00 0.575E-02 0.000E+00 0.000E+00   13.79   126.30    3662.1   275.8   221.7     0.273     0.313    99.2   19920.0 0.000E+00 0.000E+00
1661  12332.6  12316.6   -526.2    277.4 0.832E-01 0.911E+00 0.575E-02 0.000E+00 0.000E+00   13.80   126.30    3664.9   275.7   221.7     0.273     0.313    99.3   19896.6 0.000E+00 0.000E+00
1662  12340.2  12324.2   -526.7    277.5 0.832E-01 0.911E+00 0.575E-02 0.000E+00 0.000E+00   13.80   126.30    3667.6   275.6   221.6     0.273     0.313    99.4   19873.3 0.000E+00 0.000E+00
1663  12347.8  12331.8   -527.2    277.7 0.831E-01 0.911E+00 0.574E-02 0.000E+00 0.000E+00   13.80   126.30    3670.4   275.4   221.5     0.273     0.312    99.4   19849.9 0.000E+00 0.000E+00
1664  12355.5  12339.4   -527.6    277.8 0.830E-01 0.911E+00 0.574E-02 0.000E+00 0.000E+00   13.80   126.30    3673.1   275.3   221.5     0.273     0.312    99.5   19826.6 0.000E+00 0.000E+00
1665  12363.1  12347.1   -528.1    277.9 0.830E-01 0.911E+00 0.573E-02 0.000E+00 0.000E+00   13.80   126.30    3675.9   275.2   221.4     0.272     0.312    99.5   19803.2 0.000E+00 0.000E+00
1666  12370.8  12354.7   -528.6    278.0 0.829E-01 0.911E+00 0.573E-02 0.000E+00 0.000E+00   13.80   126.29    3678.7   275.1   221.3     0.272     0.311    99.6   19779.9 0.000E+00 0.000E+00
1667  12378.4  12362.3   -529.0    278.1 0.829E-01 0.911E+00 0.573E-02 0.000E+00 0.000E+00   13.80   126.29    3681.4   275.0   221.3     0.272     0.311    99.7   19756.6 0.000E+00 0.000E+00
1668  12386.1  12370.0   -529.5    278.2 0.828E-01 0.911E+00 0.572E-02 0.000E+00 0.000E+00   13.80   126.29    3684.2   274.9   221.2     0.272     0.311    99.7   19733.3 0.000E+00 0.000E+00
1669  12393.7  12377.6   -530.0    278.3 0.828E-01 0.912E+00 0.572E-02 0.000E+00 0.000E+00   13.80   126.29    3687.0   274.8   221.1     0.271     0.311    99.8   19710.0 0.000E+00 0.000E+00
1670  12401.4  12385.2   -530.4    278.4 0.827E-01 0.912E+00 0.571E-02 0.000E+00 0.000E+00   13.80   126.29    3689.8   274.6   221.1     0.271     0.310    99.8   19686.8 0.000E+00 0.000E+00
1671  12409.0  12392.9   -530.9    278.5 0.826E-01 0.912E+00 0.571E-02 0.000E+00 0.000E+00   13.80   126.29    3692.5   274.5   221.0     0.271     0.310    99.9   19663.5 0.000E+00 0.000E+00
1672  12416.7  12400.5   -531.4    278.6 0.826E-01 0.912E+00 0.571E-02 0.000E+00 0.000E+00   13.80   126.29    3695.3   274.4   220.9     0.271     0.310   100.0   19640.3 0.000E+00 0.000E+00
1673  12424.3  12408.2   -531.8    278.7 0.825E-01 0.912E+00 0.570E-02 0.000E+00 0.000E+00   13.80   126.29    3698.1   274.3   220.9     0.271     0.309   100.0   19617.1 0.000E+00 0.000E+00
1674  12432.0  12415.8   -532.3    278.8 0.825E-01 0.912E+00 0.570E-02 0.000E+00 0.000E+00   13.80   126.29    3700.9   274.2   220.8     0.270     0.309   100.1   19593.9 0.000E+00 0.000E+00
